W06000004,70.24,63.25
W06000005,60.56,64.22
W06000006,71.93,63.77
W06000023,71.35,62.02
W06000008,73.09,62.62
W06000009,67.72,61.76
W06000010,68.23,59.74
W06000011,72.23,61.92
W06000012,66.83,59.67
W06000013,73.43,60.16
W06000014,62.81,61.94
W06000015,69.3,62.87
W06000016,68.14,57.14
W06000024,63.89,57.67
W06000018,51.18,56.7
W06000019,67.31,55.65
W06000020,69.65,60.75
W06000021,68.63,68.74
W06000022,56.61,60.66
S92000003,68.64,60.93
S12000033,67.51,58.29
S12000034,78.26,67.01
S12000041,59.69,62.21
S12000035,62.98,63.39
S12000036,62.17,64.2
S12000005,62.44,62.47
S12000006,60.8,63.11
S12000042,52.71,56.14
S12000008,61.65,57.19
S12000045,77.18,66.72
S12000010,72.73,63.66
S12000011,78.03,68.65
S12000014,67.32,60.77
S12000047,57.94,57.84
S12000049,68.84,56.01
S12000017,59.24,64.53
S12000018,63.06,54.36
S12000019,54.83,58.59
S12000020,67.12,61.56
S12000013,63.21,68.33
S12000021,52.09,57.42
S12000050,69.7,56.56
S12000023,80.42,71.24
S12000048,72.03,66.98
S12000038,72.68,60.58
S12000026,69.25,64.12
S12000027,69.36,63.51
S12000028,62.06,61.84
S12000029,55.83,59.52
S12000030,60.89,63.38
S12000039,67.54,58.06
S12000040,71.67,61.31
N92000002,63.71,61.47
N09000001,72.67,61.38
N09000002,57.58,61.77
N09000003,69.38,55.48
N09000004,69.79,63.88
N09000005,71.06,59.95
N09000006,68.68,61.38
N09000007,62.48,63.72
N09000008,56.07,61.01
N09000009,57.61,63.59
N09000010,59.71,62.76
N09000011,71.21,64.23
