"areacd","year","value"
"E06000054","2010","65.03"
"E10000008","2010","66.09"
"E10000013","2010","67.52"
"E10000027","2010","59.14"
"W92000004","2010","74.91"
"W06000001","2010","73.88"
"W06000002","2010","63.69"
"W06000003","2010","72.18"
"W06000004","2010","70.24"
"W06000005","2010","60.56"
"W06000006","2010","71.93"
"W06000023","2010","71.35"
"W06000008","2010","73.09"
"W06000009","2010","67.72"
"W06000010","2010","68.23"
"W06000011","2010","72.23"
"W06000012","2010","66.83"
"W06000013","2010","73.43"
"W06000014","2010","62.81"
"W06000015","2010","69.3"
"W06000016","2010","68.14"
"W06000024","2010","63.89"
"W06000018","2010","51.18"
"W06000019","2010","67.31"
"W06000020","2010","69.65"
"W06000021","2010","68.63"
"W06000022","2010","56.61"
"S92000003","2010","68.64"
"S12000033","2010","67.51"
"S12000034","2010","78.26"
"S12000041","2010","59.69"
"S12000035","2010","62.98"
"S12000036","2010","62.17"
"S12000005","2010","62.44"
"S12000006","2010","60.8"
"S12000042","2010","52.71"
"S12000008","2010","61.65"
"S12000045","2010","77.18"
"S12000010","2010","72.73"
"S12000011","2010","78.03"
"S12000014","2010","67.32"
"S12000047","2010","57.94"
"S12000049","2010","68.84"
"S12000017","2010","59.24"
"S12000018","2010","63.06"
"S12000019","2010","54.83"
"S12000020","2010","67.12"
"S12000013","2010","63.21"
"S12000021","2010","52.09"
"S12000050","2010","69.7"
"S12000023","2010","80.42"
"S12000048","2010","72.03"
"S12000038","2010","72.68"
"S12000026","2010","69.25"
"S12000027","2010","69.36"
"S12000028","2010","62.06"
"S12000029","2010","55.83"
"S12000030","2010","60.89"
"S12000039","2010","67.54"
"S12000040","2010","71.67"
"N92000002","2010","63.71"
"N09000001","2010","72.67"
"N09000002","2010","57.58"
"N09000003","2010","69.38"
"N09000004","2010","69.79"
"N09000005","2010","71.06"
"N09000006","2010","68.68"
"N09000007","2010","62.48"
"N09000008","2010","56.07"
"N09000009","2010","57.61"
"N09000010","2010","59.71"
"N09000011","2010","71.21"
